,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
cash_and_equiv,665900000.0,917900000.0,917600000.0,838700000.0,1075100000.0,1156900000.0,1612200000.0,1853000000.0,1410600000.0,1353000000.0,1213100000.0,1078000000.0,886000000.0,1774700000.0,1772200000.0,1528000000.0,1947000000.0
net_income,0.0,356200000.0,29500000.0,53600000.0,72800000.0,29400000.0,57600000.0,10700000.0,-43800000.0,-142800000.0,-119800000.0,-23700000.0,66700000.0,132200000.0,911300000.0,497000000.0,823000000.0
eps_diluted,0.0,1.47,0.13,0.23,0.32,0.13,0.25,0.05,-0.19,-0.64,-0.55,-0.11,0.3,0.59,4.1,2.24,3.78
depreication,0.0,61300000.0,91800000.0,111500000.0,105400000.0,115500000.0,127800000.0,128900000.0,145900000.0,145800000.0,139200000.0,108400000.0,95200000.0,127300000.0,124000000.0,148000000.0,150000000.0
long_term_assets,0.0,0.0,1032700000.0,1067600000.0,1073300000.0,1331900000.0,1756000000.0,1760000000.0,2238400000.0,2522200000.0,2337500000.0,2235700000.0,3109200000.0,3520000000.0,4654300000.0,5843000000.0,6097000000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515300000.0,660900000.0,842700000.0,952400000.0,1039200000.0,4386000000.0,5005000000.0
