,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,94812000.0,609436000.0,624018000.0,542655000.0,561979000.0,314545000.0,175147000.0,401930000.0,531537000.0,144119000.0,182456000.0,398858000.0,785308000.0,410767000.0,286781000.0
revenue,0.0,2698024000.0,2797994000.0,816002000.0,803194000.0,806096000.0,802009000.0,772065000.0,716931000.0,728404000.0,747588000.0,745232000.0,541388000.0,2241118000.0,2481134000.0
net_income,0.0,-868189000.0,-87523000.0,22579000.0,-148410000.0,12692000.0,43306000.0,-41383000.0,98301000.0,-541851000.0,25653000.0,27100000.0,-32113000.0,-433815000.0,-96604000.0
eps_diluted,0.0,-2.46,-0.26,0.06,-0.42,0.04,0.12,-0.12,0.27,-1.5,0.07,0.06,-1.25,-0.93,-0.2
depreication,0.0,439647000.0,413588000.0,109171000.0,106907000.0,106933000.0,108359000.0,95423000.0,85975000.0,89111000.0,74720000.0,77848000.0,65049000.0,253155000.0,253809000.0
long_term_debt,0.0,0.0,3288069000.0,3266892000.0,5756200000.0,5708966000.0,5651758000.0,6031436000.0,5758709000.0,5924238000.0,6007151000.0,6264542000.0,6662492000.0,6717897000.0,6715557000.0
long_term_assets,0.0,0.0,5526072000.0,5634457000.0,5596436000.0,5504661000.0,5232519000.0,4728278000.0,4377393000.0,3696610000.0,3506228000.0,5191397000.0,4420513000.0,4164834000.0,3965095000.0
