,2020,2021,2022
revenue,395526000.0,631654000.0,553903000.0
net_income,526000.0,-24780000.0,-1904000.0
eps_diluted,0.01,-0.56,-0.03
cash_and_equiv,14990000.0,4487000.0,13838000.0
long_term_debt,73441000.0,96267000.0,70997000.0
long_term_assets,60624000.0,59307000.0,48773000.0
