,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,6539000.0,5416000.0,7060000.0,30701000.0,23968000.0,20099000.0,22770000.0,47855000.0,28229000.0,21929000.0
net_income,0.0,2070000.0,1393000.0,2879000.0,5855000.0,6623000.0,10971000.0,-620000.0,-11811000.0,-17866000.0
eps_diluted,0.0,0.02,0.06,0.13,0.12,0.12,0.22,0.61,-0.6,-0.89
depreication,0.0,706000.0,827000.0,799000.0,1800000.0,3737000.0,3538000.0,2794000.0,3681000.0,6268000.0
long_term_assets,0.0,0.0,7613000.0,9702000.0,11575000.0,22110000.0,43417000.0,50474000.0,130723000.0,135233000.0
revenue,0.0,0.0,0.0,84542000.0,34886000.0,46448000.0,57063000.0,59243000.0,208057000.0,246785000.0
