,2018,2019,2020,2021,2022
revenue,119938000.0,176296000.0,141447000.0,929981000.0,764045000.0
net_income,34663000.0,39070000.0,20049000.0,124859000.0,-297504000.0
eps_diluted,0.26,-0.56,0.13,0.75,-1.81
depreication,3468000.0,4702000.0,7993000.0,16142000.0,24724000.0
cash_and_equiv,0.0,570000.0,321065000.0,286454000.0,140997000.0
long_term_debt,0.0,44254000.0,407625000.0,570220000.0,819105000.0
long_term_assets,0.0,303983000.0,559959000.0,940437000.0,887279000.0
