,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,1497000.0,1364000.0,3749000.0,4477000.0,4148000.0,3550000.0,7989000.0,1618000.0,2289000.0,1247000.0,3979000.0,1814000.0,910000.0,11451000.0
net_income,0.0,-1694000.0,-5196000.0,487000.0,4551000.0,-4727000.0,-3618000.0,-1704000.0,2366000.0,-11044000.0,-5715000.0,-6756000.0,-7798000.0,-3186000.0
long_term_debt,0.0,6481000.0,11104000.0,10109000.0,11313000.0,14587000.0,13898000.0,18599000.0,15663000.0,12097000.0,22743000.0,22100000.0,27693000.0,39465000.0
long_term_assets,0.0,15570000.0,13884000.0,16627000.0,19241000.0,21319000.0,19286000.0,19183000.0,19227000.0,66856000.0,76610000.0,69500000.0,71803000.0,64363000.0
depreication,0.0,880000.0,772000.0,877000.0,498000.0,684000.0,894000.0,877000.0,841000.0,8822000.0,9271000.0,9041000.0,8894000.0,8664000.0
eps_diluted,0.0,0.0,-0.75,0.25,0.48,-0.62,-0.36,-0.89,-0.3,0.0,0.0,-0.4,-0.45,-0.17
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5716000.0,37342000.0,47071000.0,41550000.0,69171000.0,98823000.0
