,2020,2021,2022
revenue,228530000.0,737850000.0,879412000.0
net_income,38401000.0,-57507000.0,-269164000.0
eps_diluted,0.14,-0.2,-0.81
depreication,7866000.0,96244000.0,141387000.0
cash_and_equiv,0.0,99118000.0,84851000.0
long_term_debt,0.0,760441000.0,799649000.0
long_term_assets,0.0,2271611000.0,2077780000.0
