,2018,2019,2020,2021,2022
revenue,50778000.0,119872000.0,67377000.0,108200000.0,269709000.0
net_income,-27780000.0,-23605000.0,-68558000.0,-100425000.0,-438875000.0
depreication,404000.0,711000.0,1609000.0,11665000.0,17871000.0
eps_diluted,0.0,-0.09,-0.23,-0.25,-1.07
cash_and_equiv,0.0,25628000.0,262728000.0,241332000.0,362516000.0
long_term_debt,0.0,20109000.0,55349000.0,378705000.0,322276000.0
long_term_assets,0.0,3764000.0,9202000.0,431264000.0,119612000.0
