,2021,2022,2023
revenue,34261647.0,47695828.0,51744817.0
net_income,-123170020.0,-74971745.0,-60459666.0
eps_diluted,-35.86,-15.54,-5.12
cash_and_equiv,59836889.0,8726341.0,1993257.0
long_term_debt,46122397.0,41965014.0,63985408.0
long_term_assets,97420284.0,67566709.0,7378085.0
