,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,7252000.0,13435000.0,13362000.0,25144000.0,50714000.0,60158000.0,46077000.0,45718000.0,133667000.0,151710000.0,277978000.0,400730000.0
revenue,0.0,76810000.0,30280000.0,44040000.0,65118000.0,329141000.0,433047000.0,150332000.0,193409000.0,220947000.0,1055524000.0,1375218000.0
net_income,0.0,-403000.0,601000.0,5663000.0,20945000.0,70421000.0,48866000.0,31414000.0,45380000.0,24367000.0,195960000.0,281389000.0
eps_diluted,0.0,-0.01,-0.04,0.05,0.09,0.15,0.83,0.54,0.78,0.42,3.37,4.84
depreication,0.0,4092000.0,3682000.0,4538000.0,5738000.0,7834000.0,9805000.0,15125000.0,21800000.0,27605000.0,35811000.0,49764000.0
long_term_debt,0.0,0.0,494528000.0,705750000.0,753276000.0,928718000.0,1175454000.0,1063071000.0,1786155000.0,1748924000.0,2019565000.0,2406037000.0
long_term_assets,0.0,0.0,97730000.0,105549000.0,115517000.0,153030000.0,373873000.0,457304000.0,615817000.0,743307000.0,963107000.0,1138341000.0
