,2020,2021,2022
revenue,295518000.0,364244000.0,422957000.0
net_income,17517000.0,20778000.0,23648000.0
eps_diluted,1.13,1.12,1.19
cash_and_equiv,448000.0,6483000.0,16041000.0
long_term_assets,101327000.0,104727000.0,128375000.0
depreication,8569000.0,10044000.0,10405000.0
