,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
revenue,60030000.0,76880000.0,110526000.0,157437000.0,200940000.0,244091000.0,326947000.0,411486000.0,535404000.0,685083000.0
net_income,-18873000.0,-32627000.0,-49857000.0,-49000000.0,-45470000.0,-55545000.0,-53845000.0,-98849000.0,-146334000.0,-124717000.0
cash_and_equiv,20612000.0,36823000.0,86553000.0,53148000.0,51562000.0,99565000.0,123413000.0,173617000.0,164582000.0,207287000.0
depreication,2631000.0,4140000.0,5352000.0,6725000.0,7628000.0,11097000.0,16528000.0,22631000.0,33501000.0,41038000.0
long_term_debt,0.0,91120000.0,115767000.0,145609000.0,189485000.0,234986000.0,286673000.0,353734000.0,468680000.0,531267000.0
long_term_assets,0.0,20522000.0,93696000.0,113070000.0,110858000.0,203592000.0,300317000.0,439687000.0,863275000.0,848684000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,-1.1,-1.94,-2.65,-2.13
