,2019,2020,2021,2022
revenue,213486000.0,240633000.0,323513000.0,408348000.0
net_income,-51348000.0,-32374000.0,-52437000.0,15373000.0
eps_diluted,-0.39,-0.24,-0.37,0.1
depreication,70327000.0,65708000.0,62286000.0,50396000.0
cash_and_equiv,0.0,51734000.0,73210000.0,86877000.0
long_term_debt,0.0,391479000.0,301491000.0,292769000.0
long_term_assets,0.0,720056000.0,959372000.0,947537000.0
