,2008,2009,2010,2011,2012,2013,2020,2021,2022
net_income,-103723.0,-2283997.0,-717820.0,-2409959.0,-1091355.0,-1424191.0,-865.0,-2121074.0,-10047662.0
long_term_assets,0.0,0.0,0.0,257250.0,293767.0,684806.0,0.0,141377.0,270455.0
depreication,0.0,0.0,0.0,0.0,483.0,23794.0,0.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,0.0,619.0,0.0,297092.0,11482606.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,1360.0,28124.0,99274.0
