,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,2900000.0,4000000.0,1200000.0,28300000.0,16800000,11600000,113000000.0,189000000.0
revenue,0.0,264100000.0,347400000.0,119800000.0,78400000,82200000,122900000.0,813200000.0
net_income,0.0,47100000.0,-10900000.0,26400000.0,-200000,-3700000,7500000.0,273500000.0
eps_diluted,0.0,0.38,-0.09,0.19,0,-30000,0.04,1.36
depreication,0.0,14800000.0,15900000.0,17800000.0,20900000,25000000,25100000.0,27700000.0
long_term_debt,0.0,0.0,86000000.0,154200000.0,277100000,356900000,371700000.0,390600000.0
long_term_assets,0.0,0.0,290100000.0,358700000.0,587600000,687000000,803200000.0,1530200000.0
