,2019,2020,2021,2022
revenue,113871000.0,148748000.0,226908000,256380000.0
net_income,6643000.0,26613000.0,56604000,28705000.0
eps_diluted,0.04,0.46,1,0.5
depreication,6900000.0,15700000.0,9800000,23600000.0
cash_and_equiv,0.0,81188000.0,82505000,92382000.0
long_term_assets,0.0,44132000.0,89466000,138697000.0
