,2016,2017,2018,2019,2020,2021,2022
revenue,414800000.0,116100000.0,110900000.0,82300000.0,82100000.0,98700000.0,116700000.0
net_income,17800000.0,-1000000.0,-8500000.0,-2400000.0,20000000.0,29900000.0,26900000.0
eps_diluted,0.67,-0.04,-0.31,-0.09,0.72,1.07,0.98
depreication,18000000.0,18300000.0,16900000.0,13200000.0,13300000.0,15600000.0,13600000.0
cash_and_equiv,0.0,12600000.0,13800000.0,10200000.0,1500000.0,6200000.0,12600000.0
long_term_debt,0.0,197800000.0,168300000.0,168900000.0,118800000.0,143500000.0,191400000.0
long_term_assets,0.0,245100000.0,227700000.0,201700000.0,195500000.0,205600000.0,206000000.0
