,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,84470000.0,86366000.0,66790000.0,45560000.0,43384000.0,57187000.0,66340000.0,121198000.0,184295000.0,165665000.0,136219000.0
revenue,0.0,1038087000.0,1132002000.0,1264077000.0,1482889000.0,1705456000.0,0.0,0.0,0.0,0.0,0.0
net_income,0.0,3195000.0,12970000.0,21395000.0,33597000.0,53078000.0,0.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,0.09,0.36,0.59,0.92,1.41,1.8,-6.58,2.02,3.05,2.72
depreication,0.0,39316000.0,26474000.0,28984000.0,36969000.0,42049000.0,52772000.0,79557000.0,98382000.0,98965000.0,110140000.0
long_term_assets,0.0,0.0,364821000.0,370261000.0,467172000.0,521887000.0,592402000.0,1287333000.0,1377224000.0,1544363000.0,1665642000.0
