,2020,2021,2022
revenue,6053000.0,13036000.0,22469000.0
net_income,-14109000.0,-43078000.0,-41428000.0
cash_and_equiv,59112000.0,142072000.0,106194000.0
long_term_debt,27255000.0,5908000.0,14835000.0
long_term_assets,436000.0,1451000.0,2059000.0
eps_diluted,0.0,-4.16,-2.02
