,2019,2020,2021,2022,2023
net_income,-1079160.0,-8829688.0,-55373000.0,-242647000.0,-111010000.0
cash_and_equiv,1021216.0,0.0,31543000.0,47673000.0,7568000.0
long_term_debt,214071.0,247485.0,23485000.0,24496000.0,56294000.0
long_term_assets,172653963.0,173192131.0,6024000.0,10571000.0,12415000.0
revenue,0.0,0.0,29227000.0,27544000.0,27257000.0
depreication,0.0,0.0,1162000.0,1092000.0,2336000.0
eps_diluted,0.0,0.0,0.0,-3.03,-1.07
