,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,423000000.0,79000000.0,-86000000.0,-230000000.0,228000000.0,142000000.0,-317000000.0,219000000.0,608000000.0,578000000.0
eps_diluted,2.34,0.44,-0.48,-1.26,1.19,0.81,-1.94,1.32,3.6,3.65
cash_and_equiv,0.0,0.0,366000000.0,902000000.0,1556000000.0,1201000000.0,943000000.0,1105000000.0,1451000000.0,1102000000.0
depreication,261000000.0,257000000.0,267000000.0,284000000.0,273000000.0,284000000.0,311000000.0,320000000.0,317000000.0,291000000.0
revenue,0.0,6432000000.0,5717000000.0,5400000000.0,1575000000.0,1464000000.0,1353000000.0,4969000000.0,6345000000.0,6794000000.0
long_term_debt,0.0,1398000000.0,5480000000.0,5362000000.0,5745000000.0,5668000000.0,5567000000.0,5447000000.0,5582000000.0,5481000000.0
long_term_assets,0.0,4018000000.0,3997000000.0,3507000000.0,3800000000.0,4069000000.0,4481000000.0,4449000000.0,4205000000.0,4426000000.0
