,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,594000.0,5895000.0,7001000.0,5024000.0,5325000.0,9412000.0,7122000.0,20085000.0,12448000.0
net_income,0.0,-9660000.0,-20771000.0,-31568000.0,-32203000.0,-24609000.0,-29290000.0,3221000.0,-14923000.0
depreication,0.0,300000.0,359000.0,471000.0,762000.0,887000.0,946000.0,880000.0,562000.0
long_term_assets,0.0,0.0,2689000.0,4767000.0,3708000.0,5510000.0,5760000.0,12082000.0,3573000.0
revenue,0.0,0.0,0.0,174000.0,129000.0,22904000.0,8771000.0,31272000.0,3883000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,-1.26,-1.3,0.14,-0.65
