,2020,2021,2022
revenue,1449288000.0,4238424000.0,6565971000.0
net_income,-23243000.0,-50442000.0,0.0
cash_and_equiv,1369861000.0,4370936000.0,5578788000.0
long_term_debt,738828000.0,2835445000.0,5306996000.0
long_term_assets,763550000.0,1485812000.0,2833826000.0
depreication,49195000.0,92646000.0,175992000.0
eps_diluted,0.0,-0.03,-0.15
