,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,82000000.0,47000000.0,56000000.0,265000000.0,122000000.0,517000000.0,775000000.0,326000000.0
revenue,0.0,4455000000.0,4519000000.0,4827000000.0,4988000000.0,5071000000.0,5846000000.0,6370000000.0
net_income,0.0,177000000.0,-449000000.0,16000000.0,-9000000.0,59000000.0,242000000.0,283000000.0
eps_diluted,0.0,1.44,-3.67,0.13,-0.07,0.44,1.63,1.9
depreication,0.0,64000000.0,67000000.0,66000000.0,80000000.0,86000000.0,88000000.0,94000000.0
long_term_debt,0.0,0.0,1147000000.0,2690000000.0,2674000000.0,2700000000.0,2737000000.0,2977000000.0
long_term_assets,0.0,0.0,3081000000.0,3163000000.0,3343000000.0,3385000000.0,3312000000.0,3885000000.0
