,2018,2019,2020,2021,2022,2023
revenue,24756000.0,32843000.0,32815000.0,148677000.0,213233000.0,280910000.0
net_income,-4172000.0,-2437000.0,-3668000.0,-27292000.0,-118161000.0,-176146000.0
depreication,9640000.0,11594000.0,13924000.0,15908000.0,21302000.0,25304000.0
cash_and_equiv,0.0,1543000.0,90315000.0,218781000.0,313812000.0,176683000.0
long_term_debt,0.0,55847000.0,54797000.0,56623000.0,68792000.0,79285000.0
long_term_assets,0.0,25945000.0,27220000.0,54398000.0,108127000.0,107616000.0
eps_diluted,0.0,0.0,-4.5,-0.69,-2.37,-3.36
