,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,5654000000.0,8577000000.0,6607000000.0,13438000000.0,8548000000.0,1540000000.0,2544000000.0,1972000000.0,3662000000.0
net_income,0.0,7685000000.0,52000000.0,-1263000000.0,482000000.0,176000000.0,222000000.0,6467000000.0,5868000000.0
eps_diluted,0.0,6.15,3.52,2.15,4.96,0.67,-4.01,11.89,11.75
depreication,0.0,2521000000.0,2862000000.0,1060000000.0,2170000000.0,3195000000.0,3094000000.0,1458000000.0,1180000000.0
revenue,0.0,0.0,48158000000.0,20066000000.0,20099000000.0,15436000000.0,11128000000.0,12566000000.0,13017000000.0
long_term_assets,0.0,0.0,55852000000.0,142014000000.0,61200000000.0,59350000000.0,41895000000.0,31404000000.0,30085000000.0
