,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-1000.0,-2248.0,-674659.0,-567129.0,-660486.0,-460661.0,-628641.0,-790362.0,-97312.0,-550602.0,-1372550.0,-5466473.0
cash_and_equiv,3000.0,392.0,3913.0,4217.0,12822.0,961.0,1883.0,7920.0,0.0,0.0,0.0,0.0
long_term_assets,0.0,0.0,1000.0,800.0,11255.0,400.0,200.0,0.0,306437.0,723287.0,0.0,0.0
depreication,0.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0
revenue,0.0,0.0,0.0,0.0,0.0,13511.0,194481.0,0.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.02,-0.08
