,2018,2019,2020,2021,2022
net_income,1077153.0,5259000.0,68295000.0,-86958000.0,-141752000.0
cash_and_equiv,336000.0,4537000.0,131579000.0,92351000.0,5782000.0
long_term_debt,386958.0,30715000.0,29287000.0,42485000.0,109612000.0
long_term_assets,201748422.0,8946000.0,63752000.0,88144000.0,99701000.0
revenue,0.0,84918000.0,148498000.0,207994000.0,230929000.0
eps_diluted,0.0,0.17,1.69,-1.07,-1.72
depreication,0.0,658000.0,1427000.0,3603000.0,6465000.0
