,2000,2001,2002,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-168538.0,-1221926.0,-1736.0,-2686.0,-1703.0,-5641.0,-9347.0,-8486.0,-28178.0,-35230.0,-33313.0,-22768.0,-19109.0,-18799.0,-18637.0,-27889.0,-27771.0,-29842.0,-919793.0
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,11750.0,7803.0,6565.0,270.0,6879.0,3716.0,1562.0,1013.0,539.0,434.0,1834.0,4735.0,81567.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216166.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11464750.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,-0.06
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178250.0
