,2017,2018,2019,2020,2021,2022
revenue,4245000.0,8274000.0,15446000.0,18213000.0,29463000.0,41418000.0
net_income,-21334000.0,-21092000.0,-22425000.0,-28794000.0,-33276000.0,-44296000.0
cash_and_equiv,0.0,17278000.0,45302000.0,74394000.0,43931000.0,42019000.0
long_term_debt,0.0,9559000.0,36956000.0,37432000.0,42066000.0,52319000.0
long_term_assets,0.0,3973000.0,3588000.0,3233000.0,3489000.0,5408000.0
eps_diluted,0.0,0.0,-17.1,-2.23,-2.3,-2.72
