,2017,2018,2019,2020,2021,2022
cash_and_equiv,91995000.0,436086000.0,363773000.0,356082000.0,393772000.0,376689000.0
long_term_debt,0.0,87084000.0,155758000.0,189527000.0,565821000.0,552421000.0
long_term_assets,0.0,19718000.0,63057000.0,60764000.0,123934000.0,74183000.0
revenue,0.0,0.0,40560000.0,8249000.0,69716000.0,77648000.0
depreication,0.0,0.0,859000.0,1456000.0,3300000.0,4100000.0
eps_diluted,0.0,0.0,0.0,-3.8,-3.9,-3.26
