,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
revenue,309767000.0,376643000.0,400117000.0,420670000.0,412878000.0,390578000.0,369151000.0,393555000.0,362316000.0,356128000.0,1345769000.0,1446990000.0,1364057000.0
net_income,15648000.0,-4326000.0,3614000.0,3523000.0,80155000.0,4193000.0,21918000.0,-2092000.0,-2299000.0,1574000.0,21430000.0,96475000.0,27028000.0
eps_diluted,0.7,-0.21,0.16,0.15,3.47,0.18,0.96,-0.08,-0.1,0.06,0.81,3.7,1.03
cash_and_equiv,208611000.0,219826000.0,158206000.0,151600000.0,153823000.0,110361000.0,104001000.0,90344000.0,73981000.0,80168000.0,84860000.0,107147000.0,98352000.0
depreication,33341000.0,20952000.0,16648000.0,14910000.0,16318000.0,18418000.0,20535000.0,21704000.0,22801000.0,22632000.0,20406000.0,17764000.0,18115000.0
long_term_debt,0.0,351595000.0,331641000.0,340828000.0,374608000.0,355265000.0,343820000.0,362776000.0,366984000.0,389070000.0,324870000.0,339334000.0,305072000.0
long_term_assets,0.0,140946000.0,162456000.0,140463000.0,142066000.0,145337000.0,130605000.0,147846000.0,70716000.0,75242000.0,82618000.0,124520000.0,134467000.0
