,2019,2020,2021,2022
revenue,317923000.0,321324000,397564000.0,436674000.0
net_income,-37192000.0,10336000,24712000.0,-200957000.0
eps_diluted,-3.15,0,-0.03,-1.45
depreication,19450000.0,17486000,22860000.0,35073000.0
cash_and_equiv,0.0,90626000,79733000.0,55774000.0
long_term_assets,0.0,70671000,385555000.0,331365000.0
