,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-158920.0,-24853100.0,-16389931.0,-48309347.0,-10185516.0,-13253612.0,-13487537.0,-9913485.0,-4936182.0,-6458382.0,-5941434.0,-156061551.0,-739532806.0
cash_and_equiv,2500253.0,59387.0,3546787.0,126319.0,503343.0,1025747.0,621635.0,11285669.0,1645481.0,486604.0,4541013.0,42174.0,54085685.0
long_term_debt,0.0,2892091.0,11234404.0,41732460.0,8936117.0,14391131.0,19917646.0,21681875.0,17600996.0,19660316.0,25014055.0,110610025.0,131252132.0
long_term_assets,0.0,1260048.0,373429.0,9819554.0,9439455.0,15582805.0,13954106.0,13290291.0,16078900.0,14370472.0,12858572.0,38602236.0,216260635.0
depreication,0.0,311939.0,266006.0,2242504.0,2358136.0,2513162.0,3466510.0,2533985.0,2454637.0,3120243.0,3035799.0,720805.0,3282285.0
revenue,0.0,0.0,0.0,0.0,0.0,40235362.0,54286859.0,60064824.0,0.0,0.0,0.0,0.0,0.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.23,-8.56,-2.8
