,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,159964000.0,227413000.0,308879000.0,358653000.0,382552000.0,395095000.0,613304000.0,741162000.0,216751000.0,848116000.0,541350000.0,407454000.0,407480000.0,500666000.0,641563000.0,687676000.0
net_income,0.0,-361826000.0,-24901000.0,56435000.0,26527000.0,166603000.0,22508000.0,15993000.0,66204000.0,33354000.0,30519000.0,43526000.0,-147408000.0,-55162000.0,63925000.0,254663000.0
eps_diluted,0.0,-8.1,-0.53,1.17,0.56,3.7,0.51,0.36,1.17,0.58,0.51,0.87,-3.24,-1.23,1.41,5.72
depreication,0.0,56836000.0,55857000.0,55279000.0,50174000.0,59355000.0,94451000.0,102162000.0,150342000.0,145593000.0,149650000.0,148632000.0,139259000.0,108687000.0,87988000.0,88738000.0
long_term_debt,0.0,0.0,905376000.0,909079000.0,932492000.0,1603687000.0,1768602000.0,2290933000.0,2277045000.0,2190440000.0,2239676000.0,2180122000.0,2162028000.0,2094487000.0,2212857000.0,1801095000.0
long_term_assets,0.0,0.0,760740000.0,835629000.0,833574000.0,1625001000.0,1556255000.0,1840209000.0,2453444000.0,2327851000.0,2468542000.0,2520597000.0,2029005000.0,2041336000.0,1540032000.0,1625468000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2356672000.0,604884000.0,655390000.0,549688000.0,1752192000.0,2301260000.0,2606485000.0
