,2017,2018,2019,2020,2021,2023
net_income,-1176.0,1021711.0,2935000.0,5348000.0,-121494000.0,-103432000.0
cash_and_equiv,22002.0,205638.0,1690000.0,37150000.0,14889000.0,11917000.0
long_term_assets,143199.0,117740109.0,10783000.0,245408000.0,296496000.0,258321000.0
revenue,0.0,0.0,33555000.0,1333000.0,57790000.0,167201000.0
depreication,0.0,0.0,825000.0,348000.0,10060000.0,17138000.0
eps_diluted,0.0,0.0,0.0,-0.01,-7.2,-4.66
