,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,2112000.0,1662000.0,19848000.0,19013000.0,46080000.0,9906000.0,16427000.0,16427000.0,18522000.0,39581000.0,148780000.0,292714000.0,80783000.0
revenue,0.0,8248000.0,9482000.0,7317000.0,7734000.0,7871000.0,7771000.0,6776000.0,0.0,134526000.0,491534000.0,942276000.0,4397832000.0
net_income,0.0,-5366000.0,-6111000.0,-8478000.0,-11328000.0,-9070000.0,-13103000.0,-12874000.0,-43053000.0,-68427000.0,-4205000.0,147169000.0,-68573000.0
eps_diluted,0.0,-0.48,-0.47,-0.66,-0.89,-0.71,-1.02,-0.92,-3.17,-4.11,-0.11,3.53,-1.96
depreication,0.0,5001000.0,5511000.0,5750000.0,7836000.0,8499000.0,6872000.0,8325000.0,11454000.0,13631000.0,0.0,0.0,0.0
long_term_debt,0.0,0.0,75456000.0,74737000.0,84271000.0,79215000.0,74291000.0,79367000.0,77455000.0,746704000.0,1123267000.0,2990551000.0,2326247000.0
long_term_assets,0.0,0.0,58051000.0,66397000.0,73231000.0,78281000.0,92375000.0,88601000.0,78295000.0,858692000.0,1272470000.0,2434959000.0,2313913000.0
