,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
cash_and_equiv,780147.0,282625.0,16659.0,91919.0,56373,73770,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net_income,0.0,-3188095.0,-3601026.0,-2744304.0,-2513808,-1435118,-1238878.0,-1221298.0,-1184474.0,-5401222.0,-7704622.0,-7608217.0,-2697332.0
long_term_debt,0.0,666157.0,579746.0,3082570.0,2600748,2360646,2342237.0,2818493.0,3839794.0,2838575.0,13631658.0,20400844.0,17875148.0
long_term_assets,0.0,132303.0,698519.0,749996.0,344760,175971,158402.0,139562.0,123882.0,1822357.0,17245068.0,14457057.0,11567322.0
revenue,0.0,0.0,0.0,540168.0,332692,650991,378666.0,40193.0,16754.0,342049.0,13685872.0,20979243.0,27647879.0
depreication,0.0,0.0,0.0,0.0,54267,2866,0.0,0.0,0.0,145046.0,444890.0,795241.0,738083.0
