,2020,2021,2022
net_income,-4891.0,-38905000.0,-90238000.0
cash_and_equiv,1000.0,15506000.0,78841000.0
long_term_debt,61522.0,221683000.0,191391000.0
long_term_assets,80631.0,162644000.0,138417000.0
revenue,0.0,93194000.0,159484000.0
eps_diluted,0.0,-0.64,-1.34
depreication,0.0,12861000.0,11770000.0
