,2020,2021,2022
revenue,38984000.0,84085000.0,141588000.0
net_income,-15562000.0,-67093000.0,-10983000.0
long_term_debt,45499000.0,56404000.0,102705000.0
long_term_assets,3498000.0,39192000.0,65339000.0
depreication,590000.0,1140000.0,3201000.0
eps_diluted,0.0,-1.64,-1.77
