,2017,2018,2019,2020,2021,2022,2023
revenue,66964000.0,111253000.0,177722000.0,270882000.0,385513000.0,550832000.0,766915000.0
net_income,-15184000.0,-49106000.0,-53885000.0,-95940000.0,-114979000.0,-171097000.0,-215639000.0
cash_and_equiv,22086000.0,58158000.0,213085000.0,515924000.0,442200000.0,449074000.0,223156000.0
long_term_assets,0.0,38948000.0,61564000.0,166752000.0,353417000.0,368230000.0,400122000.0
eps_diluted,0.0,0.0,0.0,-0.85,-0.95,-1.36,-1.66
depreication,0.0,0.0,0.0,13449000.0,17255000.0,21765000.0,24856000.0
