,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-106269.0,160905.0,-942368.0,-3537126.0,-9676191.0,-2279304.0,-1009952.0,-105296603.0
cash_and_equiv,674515.0,7378920.0,5456778.0,2334425.0,15988.0,405133.0,42398528.0,32691060.0
revenue,0.0,3705770.0,6953757.0,7889201.0,4572153.0,0.0,0.0,0.0
long_term_assets,0.0,1191130.0,2858028.0,6817738.0,3956277.0,31174120.0,83356691.0,36025394.0
depreication,0.0,38973.0,57603.0,82872.0,30199.0,3324655.0,13113964.0,27829730.0
eps_diluted,0.0,0.0,0.0,0.0,-0.62,-0.07,-0.02,-1.34
