,2016,2017,2018,2019,2020,2021,2022
revenue,0.0,0.0,0.0,0.0,0.0,13620000.0,8094000.0
net_income,-21539000.0,-14487000.0,-21921000.0,-117223000.0,0.0,0.0,0.0
cash_and_equiv,7678000.0,52080000.0,86366000.0,76043000.0,154744000.0,119136000.0,155384000.0
long_term_assets,0.0,5535000.0,10958000.0,17169000.0,12268000.0,9768000.0,40614000.0
depreication,0.0,0.0,0.0,2824000.0,3922000.0,2964000.0,2408000.0
eps_diluted,0.0,0.0,0.0,0.0,-25.5,-10.14,-10.1
