,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,78092000.0,68094000.0,58634000.0,22436000.0,31375000.0,98139000.0,150811000.0,222986000.0,363065000.0
net_income,0.0,-10819000.0,-3207000.0,21005000.0,30976000.0,224000.0,7528000.0,21310000.0,66557000.0
eps_diluted,0.0,-0.78,-0.23,0.92,1.33,0.01,0.3,0.41,1.22
depreication,0.0,50145000.0,31480000.0,33238000.0,26182000.0,29206000.0,36430000.0,49111000.0,64907000.0
revenue,0.0,0.0,159344000.0,265409000.0,393879000.0,272018000.0,297030000.0,1501142000.0,1819352000.0
long_term_debt,0.0,0.0,471866000.0,417165000.0,507384000.0,444404000.0,478062000.0,949636000.0,1118954000.0
long_term_assets,0.0,0.0,139397000.0,133039000.0,150713000.0,231877000.0,229898000.0,393980000.0,420199000.0
