,2018,2019,2020,2021,2022
revenue,45810222.0,51149326.0,46200949.0,74525434.0,63751093.0
net_income,9692344.0,10172361.0,5648008.0,6399899.0,-5430209.0
depreication,218281.0,19700.0,26379.0,27084.0,152203.0
cash_and_equiv,0.0,23229372.0,25022199.0,52410472.0,54842052.0
long_term_assets,0.0,11846713.0,12248639.0,8588200.0,13495858.0
eps_diluted,0.0,0.0,3.44,4.47,-2.99
