,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,1225927.0,4728884.0,1761000.0,5492000.0,11881000.0,14718000.0,7595000.0,5258000.0,5208000.0,16334000.0,12540000.0,15797000.0,13053000.0,4532000.0
net_income,0.0,1220247.0,775738.0,2610000.0,3602000.0,1439000.0,994000.0,-4089000.0,382000.0,5846000.0,3521000.0,-81000.0,6181000.0,1448000.0
eps_diluted,0.0,0.19,0.11,0.34,0.43,0.16,0.11,-0.47,0.04,0.61,0.36,-0.01,0.61,0.14
long_term_assets,0.0,1575957.0,7964740.0,6419000.0,6043000.0,5590000.0,12595000.0,9044000.0,8267000.0,3972000.0,4040000.0,9957000.0,9000000.0,43319000.0
depreication,0.0,214266.0,391633.0,600000.0,652000.0,592000.0,996000.0,1036000.0,506000.0,513000.0,563000.0,1014000.0,770000.0,1690000.0
revenue,0.0,0.0,0.0,0.0,0.0,23115000.0,32804000.0,30241000.0,30964000.0,50196000.0,55325000.0,0.0,0.0,0.0
