,2017,2018,2019,2020,2021,2022
revenue,7743000.0,21124000.0,74109000.0,114545000.0,188859000.0,237138000.0
net_income,-8543000.0,-25587000.0,-50634000.0,-36895000.0,-40351000.0,-139876000.0
depreication,20000.0,3749000.0,7593000.0,6170000.0,11116000.0,7879000.0
cash_and_equiv,0.0,104943000.0,26505000.0,32542000.0,43180000.0,24067000.0
long_term_debt,0.0,33350000.0,85339000.0,251060000.0,235944000.0,304058000.0
long_term_assets,0.0,285767000.0,636342000.0,414033000.0,378572000.0,242380000.0
eps_diluted,0.0,0.0,-1.74,-0.36,-0.6,-1.28
