,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,700549000.0,531306000.0,442087000.0,927815000.0,641702000.0,398575000.0,524922000.0,389915000.0,501149000.0,254530000.0,264093000.0,336997000.0,447766000.0,435990000.0,472246000.0,991471000.0,451025000.0
net_income,0.0,865702000.0,475737000.0,-47260000.0,50481000.0,-105850000.0,27077000.0,150603000.0,-891070000.0,-163654000.0,-335587000.0,-116344000.0,-183418000.0,-262684000.0,-108237000.0,-569272000.0,-350261000.0
eps_diluted,0.0,3.0,1.65,-0.17,0.17,-0.36,0.09,0.5,-3.08,-0.58,-1.18,-0.4,-0.55,-38.66,-16.45,-76.58,-40.52
depreication,0.0,469669000.0,614367000.0,668415000.0,764253000.0,924094000.0,1039923000.0,1086677000.0,1145100000.0,970459000.0,871631000.0,842943000.0,866870000.0,876091000.0,853699000.0,693381000.0,665072000.0
long_term_debt,0.0,0.0,4729392000.0,4549390000.0,6597524000.0,6426378000.0,5512082000.0,5225726000.0,5922524000.0,4686219000.0,4426615000.0,4975420000.0,4456847000.0,4020100000.0,3506440000.0,3788023000.0,3133930000.0
long_term_assets,0.0,0.0,8351306000.0,8468026000.0,9033639000.0,9823826000.0,9523165000.0,9405981000.0,9121049000.0,8061943000.0,7031176000.0,6954648000.0,6260381000.0,5511992000.0,4371963000.0,4023555000.0,3729231000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227839000.0,708277000.0,782080000.0,714261000.0,443396000.0,2017548000.0,2653766000.0
