,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,54020000.0,70298000.0,188958000.0,178513000.0,93282000.0,27143000.0,60057000.0,71842000.0,61119000.0,0.0,0.0,0.0,0.0
long_term_assets,0.0,156105000.0,171258000.0,171945000.0,148530000.0,108385000.0,117698000.0,112425000.0,100845000.0,111741000.0,117499000.0,132749000.0,130232000.0
depreication,0.0,6200000.0,11395000.0,16288000.0,18666000.0,13654000.0,15322000.0,14741000.0,16510000.0,16340000.0,14034000.0,14035000.0,11800000.0
net_income,0.0,0.0,0.0,0.0,-147978000.0,-99154000.0,-97573000.0,-9979000.0,-31492000.0,41000.0,-7359000.0,13658000.0,-32695000.0
revenue,0.0,0.0,0.0,0.0,0.0,621153000.0,167181000.0,229833000.0,270283000.0,305338000.0,252497000.0,312412000.0,305698000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.08,-0.19
