,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,64606000.0,29423000.0,15950000.0,27831000.0,38023000.0,28359000.0,30018000.0,30752000.0,22638000.0,18210000.0,24699000.0,3308000.0
net_income,0.0,-260214000.0,-149796000.0,-173553000.0,9841000.0,-5141000.0,7143000.0,6544000.0,-14356000.0,-9613000.0,470000.0,0.0
long_term_debt,0.0,267181000.0,239843000.0,240359000.0,129578000.0,120697000.0,123227000.0,93833000.0,87475000.0,100105000.0,94659000.0,11905000.0
long_term_assets,0.0,307608000.0,211154000.0,79449000.0,50218000.0,51804000.0,62200000.0,51607000.0,89223000.0,95876000.0,81891000.0,9692000.0
depreication,0.0,22243000.0,21440000.0,13957000.0,7053000.0,3599000.0,3485000.0,3829000.0,3850000.0,4838000.0,2823000.0,226000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77305000.0,83873000.0,81529000.0,77971000.0,14840000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,-0.33,-0.22,0.01,0.0
