,2019,2020,2021,2022
net_income,-548668.0,-732208.0,-9109218.0,-3043585.0
long_term_assets,64815.0,25926.0,110000.0,288772.0
revenue,0.0,0.0,0.0,1687691.0
cash_and_equiv,0.0,128996.0,7105.0,97588.0
eps_diluted,0.0,0.0,-0.31,-0.04
depreication,0.0,0.0,25926.0,78660.0
