,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-657.0,-358340.0,-2748266.0,-2344668.0,-1742682.0,-1900341.0,-10367670.0,-7073871.0,272881.0,-4520064.0
cash_and_equiv,2000.0,1084.0,838.0,16262.0,56.0,303438.0,10487.0,0.0,0.0,0.0
long_term_debt,400.0,279636.0,1088855.0,2113580.0,2062314.0,3436553.0,5134909.0,13198668.0,12404537.0,14622373.0
long_term_assets,0.0,0.0,0.0,137611.0,0.0,6221569.0,16251656.0,12282065.0,12478747.0,6655647.0
revenue,0.0,0.0,0.0,5918.0,15434.0,263.0,0.0,30000.0,0.0,0.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,111081.0,292944.0,971524.0,885229.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0125,0.0001,-0.0073
