,2018,2019,2020,2021,2022
cash_and_equiv,2016858.0,9184671.0,21309092.0,29398047.0,17188833.0
revenue,0.0,13449435.0,17438802.0,37596460.0,17813139.0
net_income,0.0,9087872.0,2048107.0,11444273.0,3235686.0
eps_diluted,0.0,0.58,0.13,0.56,0.15
long_term_assets,0.0,2483658.0,2080824.0,14720865.0,11207495.0
depreication,0.0,241719.0,308274.0,399223.0,654709.0
