,2019,2020,2021,2022
revenue,657000.0,7756000.0,10650000.0,84683000.0
net_income,-129377000.0,-204472000.0,-250219000.0,-183118000.0
eps_diluted,-24.04,-15.69,-1.84,-0.74
cash_and_equiv,96674000.0,140406000.0,293828000.0,123554000.0
depreication,1256000.0,4294000.0,13624000.0,18020000.0
long_term_assets,0.0,290733000.0,501120000.0,286266000.0
