,2019,2020,2021,2022
revenue,41236000.0,62766000.0,133315000.0,168794000.0
net_income,-2212000.0,7577000.0,-393000.0,-14679000.0
depreication,4960000.0,5641000.0,6597000.0,8061000.0
cash_and_equiv,0.0,10379000.0,25347000.0,9616000.0
long_term_debt,0.0,41976000.0,99020000.0,105863000.0
long_term_assets,0.0,168047000.0,171114000.0,184083000.0
eps_diluted,0.0,0.0,-0.01,-0.26
