,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
net_income,-3569000.0,-71998000.0,-302036000.0,-1068000.0,-7373000.0,-7373000.0,15084000.0,-671983000.0,20227000.0,105702000.0
eps_diluted,-0.04,-5.72,-11.02,-0.01,-0.11,-0.11,0.21,-70.85,1.24,2.76
cash_and_equiv,733896000.0,272673000.0,200300000.0,101734000.0,68535000.0,67495000.0,42530000.0,84002000.0,153977000.0,119958000.0
long_term_debt,1472000.0,53892000.0,585019000.0,518343000.0,769945000.0,918272000.0,507024000.0,260134000.0,271828000.0,110636000.0
long_term_assets,371727000.0,961506000.0,1080461000.0,1431677000.0,1560855000.0,1619727000.0,1600273000.0,746592000.0,617243000.0,640332000.0
depreication,0.0,686000.0,14263000.0,36562000.0,48510000.0,56607000.0,54224000.0,48369000.0,10190000.0,24597000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,21556000.0,33120000.0,127641000.0,199326000.0
