,2016,2017,2018,2019,2020,2021,2022
revenue,0.0,0.0,4285600000.0,1171500000.0,1305500000.0,4998100000.0,5691500000.0
net_income,-303418.0,-1276.0,2348869.0,-33900000.0,40500000.0,119600000.0,76600000.0
long_term_debt,0.0,1276.0,1277528.0,4987000000.0,3894100000.0,4827100000.0,5088800000.0
long_term_assets,0.0,0.0,696162083.0,2640000000.0,2555000000.0,4241000000.0,3937000000.0
eps_diluted,0.0,0.0,-2.65,-1.19,0.12,0.33,-0.04
cash_and_equiv,0.0,0.0,215100000.0,223500000.0,534600000.0,439100000.0,260600000.0
depreication,0.0,0.0,217000000.0,202900000.0,203100000.0,227000000.0,302400000.0
