,2017,2018,2019,2020,2021,2022
revenue,73081000.0,112574000.0,154941000.0,188845000.0,241926000.0,276236000.0
net_income,-47035000.0,-61984000.0,-60096000.0,-115017000.0,-153210000.0,-137403000.0
depreication,5892000.0,7412000.0,9212000.0,18725000.0,37528000.0,48297000.0
cash_and_equiv,0.0,28431000.0,18032000.0,91954000.0,193227000.0,116312000.0
long_term_assets,0.0,44117000.0,38121000.0,247941000.0,323705000.0,324491000.0
eps_diluted,0.0,0.0,-12.86,-2.91,-3.23,-2.63
