,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,1609778.0,552849.0,222775.0,1461.0,31417.0,473948,116783,138363,81033,103118,29625,18540,132311,3865
net_income,0.0,-3128262.0,-2996312.0,-3450205.0,-4084427.0,-4612540,-7415298,-2706984,-10715561,-9699318,-11660917,-16005543,-20153486,-16076678
long_term_debt,0.0,771670.0,2336985.0,2891077.0,3068272.0,3774886,9845101,14540316,16725835,8350851,13853376,19044750,24775266,34554166
long_term_assets,0.0,381643.0,229405.0,121884.0,94600.0,36025,314671,35278,792487,885762,725742,1245308,975233,766392
depreication,0.0,197431.0,141315.0,107519.0,79563.0,65714,25288,17939,8576,94271,123596,127301,110128,119788
revenue,0.0,0.0,0.0,0.0,0.0,1374744,1797691,1976487,2240498,2457871,1809993,1220591,2002365,1729343
