,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,4905000.0,5504000.0,20151000.0,25423000.0,100447000.0,23264000.0,10200000.0,22955000.0,376000.0,0.0,0.0,0.0,0.0
revenue,0.0,8206000.0,22295000.0,29943000.0,47994000.0,49390000.0,42269000.0,108078000.0,165356000.0,66788000.0,36675000.0,144016000.0,1695154000.0
net_income,0.0,1602000.0,-53321000.0,-12854000.0,-37318000.0,-116511000.0,-33048000.0,2324000.0,42325000.0,-2624000.0,-8471000.0,39770000.0,452485000.0
eps_diluted,0.0,0.94,-5.84,-1.41,-3.83,-8.43,-2.92,-0.53,1.5,-0.09,-0.28,0.72,4.83
long_term_debt,0.0,1663000.0,3434000.0,31142000.0,99652000.0,59769000.0,53126000.0,93859000.0,160693000.0,270158000.0,170494000.0,470615000.0,1430163000.0
long_term_assets,0.0,14249000.0,16200000.0,148496000.0,322361000.0,219035000.0,289170000.0,787344000.0,940752000.0,1065275000.0,970524000.0,1494952000.0,3691136000.0
depreication,0.0,0.0,12191000.0,17111000.0,18414000.0,31228000.0,25937000.0,36915000.0,47568000.0,69243000.0,96414000.0,106367000.0,301813000.0
