,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
revenue,498444.0,1577752.0,3417267.0,4820719.0,7458157.0,5709719.0,3238359.0,2456033.0,2416726.0,4517964.0,3038440.0,118591.0,55509.0
net_income,-778029.0,-506014.0,604810.0,947955.0,857602.0,-456940.0,-1818077.0,-1031002.0,-218833.0,2017340.0,620161.0,-675684.0,-1475365.0
long_term_assets,50973.0,175238.0,341391.0,512624.0,497065.0,564137.0,804843.0,304860.0,362400.0,1096851.0,645207.0,0.0,149428.0
cash_and_equiv,0.0,0.0,1041786.0,2002202.0,3050983.0,2450609.0,276685.0,213950.0,80693.0,522071.0,427659.0,9774.0,127109.0
eps_diluted,0.0,0.0,0.0,0.08,0.07,-0.04,0.0,0.0,0.0,0.17,0.04,0.02,0.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112543.0,114543.0,0.0
