,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380569.0,8026296.0,3609954.0,2001325.0,1602294.0,1737000.0,1370000.0,2212000.0,24049000.0,48606000.0,22493000.0,24668000.0,42268000.0,19207000.0
net_income,0.0,-1168995.0,-3346491.0,-2033890.0,-3021709.0,-2778004.0,-3726951.0,-2978918.0,-3314885.0,-3251697.0,-4601490.0,-5726869.0,-13383513.0,-7268976.0,-5066133.0,-6122542.0,-9225234.0,-6406000.0,-9847000.0,-10600000.0,-47185000.0,-50874000.0,-34577000.0,-66727000.0,-36065000.0
revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140000.0,0.0,200000.0,7819.0,182229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
depreication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126567.0,143274.0,258023.0,293629.0,349656.0,177074.0,93394.0,44075.0,0.0,0.0,0.0,0.0,0.0
long_term_debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3268439.0,3163317.0,3211942.0,1825171.0,778516.0,2518000.0,3423000.0,7807000.0,25745000.0,20553000.0,21132000.0,34809000.0
long_term_assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3540871.0,3405020.0,3576223.0,26110430.0,15817669.0,41000.0,278000.0,377000.0,1238000.0,584000.0,1659000.0,994000.0
eps_diluted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.15,-16.65
