,2014,2015,2016,2017,2018,2019,2020,2021,2022
cash_and_equiv,24748000.0,6923000.0,3568000.0,63421000.0,25057000.0,66882000.0,60366000.0,36497000.0,8835000.0
revenue,0.0,14205000.0,18157000.0,25204000.0,57337000.0,62858000.0,25276000.0,145723000.0,300000000.0
depreication,0.0,2395000.0,3792000.0,6635000.0,18422000.0,26925000.0,27021000.0,27210000.0,30433000.0
long_term_assets,0.0,0.0,67390000.0,212189000.0,377842000.0,387490000.0,330164000.0,325155000.0,373833000.0
net_income,0.0,0.0,0.0,-5710000.0,12885000.0,15017000.0,-1437000.0,-868000.0,21158000.0
eps_diluted,0.0,0.0,0.0,0.13,0.47,0.0,0.0,0.0,0.0
