,2019,2020,2021,2022
revenue,359681000.0,478046000.0,760703000.0,960489000.0
net_income,33940000.0,34533000.0,-58698000.0,40422000.0
eps_diluted,0.37,0.38,-0.62,0.39
cash_and_equiv,0.0,107728000.0,63584000.0,133992000.0
long_term_debt,0.0,359594000.0,374316000.0,377443000.0
long_term_assets,0.0,496202000.0,503692000.0,560590000.0
